record_type,rank,models,handle,title,type,us_listed,us_in_stock,us_price,ca_listed,ca_in_stock,ca_price,current_model_tags,legacy_model_tags,discontinued_models_listed,n_discontinued_listed,page_fit_text,evidence_count,best_quotes,oem_status,competitor_price_band,class_abc,liability,h2s_printability,suggested_next
accessory_fit,,,kenda-juggernaut-26-x-4-tire,"Kenda Juggernaut - 26"" x 4""",Spare Parts,Y,Y,105.00,Y,Y,115.00,RR6+;RR6+ST,RR5;RRST1;RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019),RR5;RR6+;RR6+ST;RRST1,4,"Compatibility | RadRover (all model years) | Inner Tube - 26"" x 4"" | Details | 26\"" x 4\"" | Wire bead | 30 TPI casing | Sizing & Capacity | Overview | The Kenda Juggernaut tire features a reflective sidewall stripe and Kenda's K-Shield puncture-resistant tire liner. A layer of light, flexible rubber",,,,,,,,
accessory_fit,,,kenda-k-rad-20-x-3-3-tire,"Kenda K-Rad Tire - 20"" x 3.3""",Spare Parts,Y,Y,65.00,N,,,RE5;RRn+;RRn2;RRn3+,RM4;RMST2;RRn1;RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019),RE5;RM4;RMST2;RRn+;RRn1;RRn2;RRn3+,7,"Compatibility | RadExpand 5 | RadMini (all model years) | RadRunner 3 Plus | RadRunner Plus | RadRunner 2 | RadRunner 1 | For use with the | Inner Tube - 20"" x 4"" | Details | 20\"" x 3.3\"" | Wire bead | 30 TPI casing | Stock tire for the RadRunner 1 and RadRunner Plus | Sizing & Capacity | Overview |",,,,,,,,
accessory_fit,,,kenda-k-rad-26-x-2-3-tire,"Kenda K-Rad - 26"" x 2.3""",Spare Parts,Y,Y,55.00,Y,Y,39.00,,RC4;RCST3;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RCST3,2,"Compatibility | RadCity High-Step, RadCity Step-Thru, RadWagon (model year 2015 - 2019) | Inner Tube - 26"" x 2.3"" | Details | 26"" x 2.3"" | Wire bead | 30 TPI casing | Sizing & Capacity | Overview | Designed to prevent punctures and increase tire life, the Kenda K-Rad tire features a reflective sidew",,,,,,,,
accessory_fit,,,kenda-kraze-20-x-4-25-tire,"Kenda Kraze - 20"" x 4.25""",Spare Parts,N,,,Y,N,49.00,RE5;RRn+;RRn2,RM4;RMST2;RRn1;RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019),RE5;RM4;RMST2;RRn+;RRn1;RRn2,6,,,,,,,,,
accessory_fit,,,kenda-krusade-20-x-4-tire,"Kenda Krusade - 20"" x 4""",Spare Parts,Y,Y,67.95,Y,N,49.00,RE5;RE5+;RRn+;RRn2,RM4;RMST2;RRn1;RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019),RE5;RM4;RMST2;RRn+;RRn1;RRn2,6,"Compatibility | RadExpand 5 | RadExpand 5 Plus | RadMini | RadMini Step-Thru | RadRunner 1 | RadRunner 2 | RadRunner Plus | Details | 20\"" x 4\"" | Wire bead | 30 TPI casing | Sizing & Capacity | Overview | A layer of light, flexible rubber containing aramid and ceramic particles inside the tire unde",,,,,,,,
accessory_fit,,,kenda-kwick-tire-29-x-2-2,"Kenda Kwick Tire - 29"" x 2.2''",Spare Parts,Y,Y,60.00,Y,Y,75.00,RsR,,,0,Compatibility | Radster Road Lg (2024) | Radster Road Reg (2024) | Decrease quantity for Kenda Kwick Tire - 29&quot; x 2.2&#39;&#39; | Increase quantity for Kenda Kwick Tire - 29&quot; x 2.2&#39;&#39; | Back Order | Free shipping on orders over $150* | *Shipping fees and restrictions may apply in Al,,,,,,,,
accessory_fit,,,kickstand,Kickstands,Spare Parts,N,,,Y,Y,40.00,RE5;RRn2;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RCST3;RE5;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RRn2;RW4,11,,,,,,,,,
accessory_fit,,,kontact-kenda-tires-27-5-x-1-95,"Kenda Kontact - 27.5"" x 1.95""",Spare Parts,Y,Y,55.00,N,,,RC5+,RMis1,RC5+;RMis1,2,"Compatibility | RadCity 5 Plus | RadCity 5 Plus Step-Thru | RadMission 1 | Inner Tube - 27.5"" x 1.9"" ~ 2.0"" | Details | Kenda K-shield flat prevention belt | Reflective strip side wall | 27.5\"" x 1.95\"" | Wire bead | 30 TPI casing | Stock tire for the RadMission | Also compatible with the RadCity 5 ",,,,,,,,
accessory_fit,,,kontact-kenda-tires-27-5-x-1-95-with-reflective-line,"Kenda Kontact - 27.5"" x 1.95""",Spare Parts,N,,,Y,Y,49.00,RC5+,RMis1,RC5+;RMis1,2,,,,,,,,,
accessory_fit,,,krad-radrunner-tire,"Kenda K-Rad - 20"" x 3.3""",Spare Parts,N,,,Y,N,49.00,RE5;RRn+;RRn2,RM4;RMST2;RRn1;RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019),RE5;RM4;RMST2;RRn+;RRn1;RRn2,6,,,,,,,,,
accessory_fit,,,large-basket,Large Basket,Accessories,Y,Y,119.00,Y,N,159.00,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,Compatibility | Compatible: All 2018 and after model ebikes | RadTrike - Must be mounted on rear rack or optional Front Rack. Recommend mounting basket lengthwise along rear axle. Still may need to adjust where feet are on pedal for larger feet. | Required for Front Mounting: | Front Rack | Required,,,,,,,,
accessory_fit,,,large-basket-roll-top-liner,Large Basket Roll Top Liner,Accessories,Y,Y,65.25,Y,Y,96.75,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,Compatibility | All 2018 and later model ebikes | Designed to work with the | Large Basket | and the | Large Front-Mounted Basket | . | Details | Water-proof base to minimize splashing | Velcro strap for secure attachment and easy detachment | High visibility interior makes it easy to find small ite,,,,,,,,
accessory_fit,,,large-front-mounted-basket,Large Front-Mounted Basket,Accessories,Y,N,119.00,Y,N,159.00,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,"Compatibility | All 2018 and after model ebikes | Details | Durable aluminum siding | Wood bottom coated for water and UV resistance | Stainless steel fasteners | Compatible with large basket liners and bags | Sizing & Capacity | Imperial dimensions (LxWxH): 13.6"" x 21.2"" x 6.4"" | Metric dimensions ",,,,,,,,
accessory_fit,,,large-platform,Large Platform,Accessories,Y,Y,49.00,Y,Y,52.00,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,"Compatibility | All 2018 and after model ebikes | Required for Front Mounting: Front Rack | Required for Rear Mounting: Rear Rack (on ebikes without integrated rear racks) | Details | Aluminum construction with durable, matte-black finish | Stainless-steel mounting hardware included | Sizing & Capac",,,,,,,,
accessory_fit,,,lcd-display-upgrade,LCD Display Upgrade,Accessories,N,,,Y,N,103.00,RE5;RRn2,RRn1,RE5;RRn1;RRn2,3,,,,,,,,,
accessory_fit,,,lock-go-security,Lock & Go Security Bundle,Bundles,Y,N,109.00,N,,,,,,0,Compatibility: | Compatible with: | RadExpand 5 | RadExpand 5 Plus | RadRover 6 Plus | RadRunner (MY2025) | RadRunner Plus (MY2025) | RadRunner Max | Radster Trail | Radster Road | Legacy Compatibility: | RadRunner 2 | RadRunner Plus | RadRunner 3 Plus | Important! | Please note that some bikes or b,,,,,,,,
accessory_fit,,,nner-tube-27-5-x-2-0-fv40mm,"Inner Tube - 27.5"" x 1.9” ~ 2.0""",Spare Parts,N,,,Y,Y,20.00,RC5+;RC5+ST,RMis1,RC5+;RC5+ST;RMis1,3,,,,,,,,,
accessory_fit,,,pedals,Pedals,Spare Parts,Y,Y,40.00,Y,Y,25.00,RC5+;RC5+ST;RE5;RE5+;RR6+;RR6+ST;RRn+;RRn2;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RW4,16,"Compatibility | 400-00037 - Aluminum | Pedals - RadCity 3, RadWagon 3 & RadRover | 400-00038 - Folding | Aluminum | Pedals - | RadMini | 400-00426 - Composite | Pedals - RadExpand, RadRunner 1,2,MY25 & RadMission | 400-01286 - | Aluminum | Pedals - | RadWagon 5 (2024), | RadWagon 4 & RadCity 5 Plus ",,,,,,,,
accessory_fit,,,pet-basket-carrier,Pet Basket Carrier,Accessories,Y,Y,99.00,Y,Y,149.00,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn2;RRn3+;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,"Compatibility | Only to be used in a | Large Basket | (sold separately) mounted on the rear rack of a bike (rear racks sold separately on some models). | Details | Tarpaulin base fabric, polyester upper, lightly padded polyester lining | Internal D-ring for leash loop (leash not included) | Soft, wa",,,,,,,,
accessory_fit,,,pet-basket-liner,Pet Basket Liner,Accessories,Y,Y,59.00,Y,Y,55.00,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,"Compatibility | All ebikes with a | Small Basket | attached. | Front mounting of the Small Basket requires a | Front Rack | (sold separately) or a Rear Rack (sold separately for some models). | Details | Tarpaulin base fabric, polyester upper, lightly padded polyester lining | Internal D-ring for le",,,,,,,,
accessory_fit,,,premium-rad-headlight-2020,Premium Headlight,Accessories,Y,Y,49.00,Y,Y,52.00,RC5+;RC5+ST;RE5;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RT;RW4;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,"Compatibility | All Rad ebike models except: RadExpand 5 Plus, RadKick, Radster Road, Radster Trail, RadWagon 5, RadRunner Max | Not compatible on Rad ebike models produced before 2018 | Not compatible with the Front Rack | Details | Removable rock guard | Mounting hardware included | Sizing & Capac",,,,,,,,
accessory_fit,,,rad-battery-charger-2025,Rad Battery Charger (MY2025),Spare Parts,Y,Y,65.00,Y,N,79.00,RC5+;RC5+ST;RE5;RR6+;RR6+ST;RRn+;RRn2;RW4,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RW4,16,Compatibility | Compatible with all Rad Power Bikes except the 2016-2017 RadMini 1 and RadKick | Details | The Rad Battery Charger is 100-240V and 50-60Hz input compatible for worldwide use; designed with standard North American 2-prong plug | All ebikes come with a charger; only purchase if you wan,,,,,,,,
accessory_fit,,,rad-bike-replacement-key,Rad Bike Replacement Key,Spare Parts,N,,,Y,Y,20.00,,,,0,,,,,,,,,
accessory_fit,,,rad-fat-tire-wheel-lock,Rad Fat Tire Wheel Lock,Accessories,Y,Y,89.00,Y,Y,119.00,RE5;RE5+;RR6+;RR6+ST;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RW5;RsR;RsT,,RE5;RR6+;RR6+ST;RRn2;RRn3+,5,Compatibility | Compatible with: | RadExpand 5 | RadExpand 5 Plus | RadRover 6 Plus | RadRunner (MY2025) | RadRunner Plus (MY2025) | RadRunner Max | Radster Trail | Radster Road | Requires | Rad Fat Tire Wheel Lock Mount | (sold separately): | RadRunner Plus (MY2025) - when Range Extender is install,,,,,,,,
accessory_fit,,,rad-fat-tire-wheel-lock-mount,Rad Fat Tire Wheel Lock Mount,Accessories,Y,Y,25.00,Y,Y,35.00,RRn+-MY25;RRn3+;RRnMax;RW5,,RRn3+,1,Compatibility | RadWagon 5 | RadRunner Plus (legacy) | RadRunner 3 Plus with Range Extender installed | RadRunner Plus (MY2025) with Range Extender installed | RadRunner Max with Range Extender installed | Details | Steel mounting bracket | Comes with hardware for installation | Required in order to,,,,,,,,
accessory_fit,,,rad-mirror,Rad Mirror,Accessories,Y,Y,34.00,Y,N,39.00,RC5+;RC5+ST;RE5;RE5+;RK;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,16,Compatibility | Works on all models except the RadRover 6 Plus models due to limited handlebar space | RadCity 5 Plus: Cannot be used with the GUB PRO-3 Phone Mount due to limited handlebar space | RadRunner 3 Plus: Will require repositioning of the UI remote and bell | Details | Fits any handlebar ,,,,,,,,
accessory_fit,,,rad-portable-tire-inflator,Rad Portable Tire Inflator,Accessories,Y,Y,119.00,N,,,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn2;RRn3+;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,Compatibility | All Rad ebike models. | Check your bike tires' sidewall to confirm the recommended pressure. | Details | Complimentary hard shell carry case | Flexible inflation hose for easy access from any angle | Auto shut-off | Accuracy of ±0.5psi | USB C charging cable and USB-A phone charging ,,,,,,,,
accessory_fit,,,rad-safe-shield-semi-integrated-battery,Safe Shield™ Semi-Integrated Battery (14 Ah),Spare Parts,N,,,Y,Y,699.00,RC5+;RC5+ST;RR6+;RR6+ST;RRn3+;RsR;RsT,,RC5+;RC5+ST;RR6+;RR6+ST;RRn3+,5,,,,,,,,,
accessory_fit,,,rad-trailer,Rad Trailer,Accessories,Y,Y,299.00,N,,,RE5;RE5+;RR6+;RR6+ST;RRn+;RRn2;RRn3+;RT;RW4,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,16,"Compatibility | All Rad ebike models, except as follows: | Not compatible with the RadCity 5 Plus or RadKick | Not compatible with RadWagon 3 and older if running boards are installed | Compatible with RadTrike if a M10 axel nut is used (sold separately) | Sold as a single flatbed unit. | Rad Traile",,,,,,,,
accessory_fit,,,rad-trailer-cargo-bin,Rad Trailer Cargo Bin,Accessories,Y,Y,125.00,N,,,RE5;RE5+;RR6+;RR6+ST;RRn+;RRn2;RRn3+;RT;RW4;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,16,"Compatibility | Designed for use with the | Rad Trailer | , sold separately. See | Rad Trailer | for compatible ebikes. | Details | Easy tool-free installation; attaches using the hardware that comes standard on the Rad Trailer | 90 lb. maximum payload capacity | Weather-resistant material designed ",,,,,,,,
accessory_fit,,,rad-trailer-pet-insert,Rad Trailer Pet Insert,Accessories,Y,Y,229.00,N,,,RE5;RE5+;RR6+;RR6+ST;RRn+;RRn2;RRn3+;RT;RW4;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,16,"Compatibility | Designed for use with the | Rad Trailer | , sold separately. See | Rad Trailer | for compatible ebike models. | Pets must be secured before riding. Leashes not included. | Details | Carries up to 84 lb | Exterior side pocket for transporting treats or other small items | A D-ring kee",,,,,,,,
accessory_fit,,,rad-wheel-lock-by-abus,Rad Wheel Lock by ABUS,Accessories,Y,Y,59.99,Y,Y,79.00,RC5+;RC5+ST;RK,RC4;RCST3;RMis1,RC4;RC5+;RC5+ST;RCST3;RMis1,5,"Compatibility | RadCity 5 Plus | RadKick | RadCity 3 & 4 (legacy) | RadMission (legacy) | For added security, we strongly recommend using with an ABUS Adaptor Chain ( | 85 cm | or | 130 cm | ) | Details | Wheel lock securely mounts to the ebike frame without interfering with riding or other accessor",,,,,,,,
accessory_fit,,,rad-wheel-lock-security-chain,Rad Wheel Lock Security Chain,Accessories,Y,Y,59.00,Y,Y,65.00,RE5;RE5+;RR6+;RR6+ST;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RW5;RsR;RsT,,RE5;RR6+;RR6+ST;RRn2;RRn3+,5,Compatibility | Requires the | Rad Fat Tire Wheel Lock | The Rad Fat Tire Wheel Lock is compatible with: | RadExpand 5 | RadExpand 5 Plus | RadRover 6 Plus | RadRunner 2 | RadRunner 3 Plus | Radster Road | Radster Trail | RadWagon 5 | RadCity and RadMission owners will need the | ABUS wheel lock | a,,,,,,,,
accessory_fit,,,radexpand-headlight,Headlight - RadExpand 5 Plus,Spare Parts,Y,Y,45.00,Y,Y,50.00,RE5+,,,0,Compatibility | RadExpand 5 Plus (2024) | Replacement parts are not eligible for returns or refunds. | Decrease quantity for Headlight - RadExpand 5 Plus | Increase quantity for Headlight - RadExpand 5 Plus | Add to Cart | Free shipping on orders over $150* | *Shipping fees and restrictions may appl,,,,,,,,
accessory_fit,,,radexpand-replacement-tire,RadExpand Replacement Tire,Spare Parts,Y,N,55.00,Y,N,49.00,RE5;RE5+,,RE5,1,Compatibility | RadExpand 5 Plus (2024) | RadExpand 5 (2022-2024) | RadMini 1-4 HS (2016-2022) | RadMini ST 1-2 (2019-2022) | Decrease quantity for RadExpand Replacement Tire | Increase quantity for RadExpand Replacement Tire | Out of Stock | Free shipping on orders over $150* | *Shipping fees and r,,,,,,,,
accessory_fit,,,radmini-full-fender,RadMini Full Fenders,Spare Parts,Y,Y,62.00,N,,,,RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019),,0,"Compatibility | RadMini 4, RadMini Step-Thru 2, RadMini (2018, 2019 model years), RadMini Step-Thru (2019 model year) | Sizing & Capacity | Installation & Use | Installation Instructions | The | Overview | Made from durable PVC, stainless-steel brackets, and hardware the RadRunner Full Fenders provi",,,,,,,,
accessory_fit,,,radmini-full-fenders,RadMini Full Fenders,Accessories,N,,,Y,Y,119.00,RE5+,RadMini (2018);RadMini (2019);RadMini Step-Thru (2019),,0,,,,,,,,,
accessory_fit,,,radmission-full-fenders,RadMission Full Fenders,Accessories,Y,Y,29.00,N,,,,RMis1,RMis1,1,"Compatibility | RadMission 1 | Details | Includes both front and rear fender | Mounting hardware included | Sizing & Capacity | Installation & Use | Installation Instructions | Overview | Made from durable PVC, stainless-steel brackets, and hardware, the RadMission Full Fenders provide protection yo",,,,,,,,
accessory_fit,,,radmission-kickstand,RadMission Kickstand,Accessories,N,,,Y,N,25.00,,RMis1,RMis1,1,,,,,,,,,
accessory_fit,,,radmission-rear-rack,RadMission Rear Rack,Accessories,N,,,Y,Y,109.00,,RMis1,RMis1,1,,,,,,,,,
accessory_fit,,,radmission-replacement-seat,RadMission Replacement Seat,Spare Parts,Y,Y,45.00,N,,,,RMis1,RMis1,1,Compatibility | RadMission | Sizing & Capacity | Overview | Replacement seat for the RadMission electric hybrid bike. | RadMission Replacement Seat | You May Also Like | Out of Stock | 4.5 | 63 Reviews | RadRunner 3/RadRunner Max Passenger Package | $139 | Add to Cart | Out of Stock | 4.6 | 239 Revi,,,,,,,,
accessory_fit,,,radrover-rear-rack,RadRover Rear Rack,Accessories,Y,N,99.00,N,,,RR6+;RR6+ST,RR5;RRST1;RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019),RR5;RR6+;RR6+ST;RRST1,4,"Compatibility | All RadRover models | Details | Mounting hardware included | Brake-light extension cable included | Sizing & Capacity | Dimensions: 16"" x 6.3"" x 13"" (41 cm x 16 cm x 33 cm) | Weight capacity: 55 lb (25 kg) | Installation & Use | Child seat must be attached to rack in order to carry c",,,,,,,,
accessory_fit,,,radrover-rear-rack-1,RadRover Rear Rack,Accessories,N,,,Y,N,129.00,RR6+;RR6+ST,RR5;RRST1;RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019),RR5;RR6+;RR6+ST;RRST1,4,,,,,,,,,
accessory_fit,,,radrunner-2-passenger-package,RadRunner Passenger Package,Accessories,N,,,Y,N,145.00,RRn+;RRn+-MY25;RRn-MY25;RRn2,,RRn+;RRn2,2,,,,,,,,,
accessory_fit,,,radrunner-3-console,RadRunner 3/RadRunner Max Console,Accessories,Y,Y,96.75,Y,Y,114.00,RRn3+;RRnMax,,RRn3+,1,"Compatibility | RadRunner 3 Plus and RadRunner Max only | If you have a RadRunner 1, 2 or RadRunner Plus, check out our | RadRunner 2 Console | . | Details | Designed for security. Internal screws ensure it can’t be removed when locked. | Hinged lid for easy access to stored items | Top portion can ",,,,,,,,
